Pasta,Arquivo,Dice_Segmentation,Dice_SegmentationInterior
Point1,HLA_Class_1.tif,0.1520683174655624,0.5252447597456931
Point1,HLA-DR.tif,0.1385676092749297,0.2391481766801162
Point1,Pan-Keratin.tif,0.128551745606138,0.2023626580385371
Point1,Keratin6.tif,0.1114915462501995,0.1630716480538648
Point1,CD45.tif,0.1099510001293678,0.1707387781752775
Point1,phospho-S6.tif,0.0918777744756331,0.403099644151818
Point1,CD20.tif,0.0789169686515911,0.0757134138388033
Point1,P.tif,0.0767464406231939,0.4668411247463049
Point1,Background.tif,0.0686577034832591,0.1539347732876974
Point1,CD63.tif,0.0611482430057767,0.0364182119178141
Point10,HLA_Class_1.tif,0.1690639229726441,0.4288124327436656
Point10,phospho-S6.tif,0.1448866386961433,0.5059313825860297
Point10,CD45.tif,0.1392832248669763,0.222979955142733
Point10,CD16.tif,0.1369730489957902,0.1149276121673091
Point10,HLA-DR.tif,0.1355839097106045,0.2039203771615506
Point10,Vimentin.tif,0.1248690312986793,0.193452241576997
Point10,CD45RO.tif,0.1245216582210931,0.2472486736473545
Point10,Pan-Keratin.tif,0.1171212370525973,0.1561801922627772
Point10,Keratin6.tif,0.1088097433843532,0.1577951035363675
Point10,Beta catenin.tif,0.1070637923309215,0.1234460055907017
Point11,HLA_Class_1.tif,0.1924145388006321,0.3585852382357066
Point11,Beta catenin.tif,0.1839791285064579,0.4278432075450695
Point11,CD16.tif,0.1477105017983405,0.1054418216517828
Point11,Pan-Keratin.tif,0.1303731461858941,0.1846626503524595
Point11,CD45.tif,0.1167314454687679,0.1470186837394969
Point11,HLA-DR.tif,0.1106410105501499,0.1152439338692957
Point11,CD45RO.tif,0.1068359593938051,0.1451984506331246
Point11,PD-L1.tif,0.1059581618746444,0.0896701728327962
Point11,P.tif,0.1005532865578769,0.6366854709721544
Point11,CD8.tif,0.0634951940430694,0.0683299886019701
Point12,HLA_Class_1.tif,0.2137751863637877,0.4062306792831901
Point12,CD45.tif,0.1678786927299171,0.2188505207446436
Point12,HLA-DR.tif,0.1588367395424488,0.1804700293683769
Point12,Vimentin.tif,0.1461277991626695,0.2382281805667932
Point12,phospho-S6.tif,0.1404873874989773,0.5910841224828945
Point12,CD11c.tif,0.1369417709123352,0.1325161386465655
Point12,CD16.tif,0.1367541228037417,0.0882899878722544
Point12,Pan-Keratin.tif,0.126791729051908,0.1691213661164503
Point12,CSF-1R.tif,0.124805049088359,0.1044445959538771
Point12,CD4.tif,0.1201024617909812,0.1155323822442751
Point13,HLA_Class_1.tif,0.1944776967909816,0.4184352113890833
Point13,CD45.tif,0.1937027054359344,0.4495713437048355
Point13,Beta catenin.tif,0.1471073930800539,0.2460225717786498
Point13,CD45RO.tif,0.140230078574148,0.2509827283569101
Point13,phospho-S6.tif,0.1337370577208819,0.3831006808734775
Point13,Vimentin.tif,0.1317904522126464,0.1884288953676708
Point13,SMA.tif,0.1223103315338715,0.1551598857845527
Point13,Keratin6.tif,0.1218015187221785,0.1945361324984946
